SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101538,1,Cash loans,M,N,Y,2,112500.0,864000.0,25393.5,864000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11922,-1868,-1465.0,-4580,,1,1,0,1,1,0,,4.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.2407392316605993,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,0.0,-1206.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102143,0,Cash loans,M,Y,Y,0,396000.0,1125171.0,48303.0,1035000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-15617,-2692,-156.0,-4386,10.0,1,1,1,1,1,0,Managers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.4511475139180595,0.3723336657058204,0.2948,0.0981,0.995,0.932,0.1146,0.32,0.2759,0.375,0.4167,0.0892,0.2379,0.3223,0.7452,0.011,0.3004,0.1018,0.995,0.9347,0.1157,0.3222,0.2759,0.375,0.4167,0.0913,0.2599,0.3358,0.7509999999999999,0.0116,0.2977,0.0981,0.995,0.9329,0.1154,0.32,0.2759,0.375,0.4167,0.0908,0.242,0.3281,0.7492,0.0112,reg oper account,block of flats,0.3185,Panel,No,2.0,0.0,2.0,0.0,-394.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
102661,0,Cash loans,F,N,N,0,225000.0,1890000.0,49986.0,1890000.0,,Commercial associate,Higher education,Single / not married,House / apartment,0.0060079999999999,-13279,-4219,-7092.0,-4170,,1,1,0,1,0,0,Accountants,1.0,2,2,THURSDAY,18,0,0,0,0,1,1,Other,0.7700797289853172,0.7243580206131195,0.5136937663039473,0.0742,0.0539,0.9816,0.7484,0.0274,0.08,0.069,0.3333,0.375,0.0543,0.0605,0.0784,0.0,0.0,0.0756,0.0559,0.9816,0.7583,0.0277,0.0806,0.069,0.3333,0.375,0.0555,0.0661,0.0817,0.0,0.0,0.0749,0.0539,0.9816,0.7518,0.0276,0.08,0.069,0.3333,0.375,0.0552,0.0616,0.0798,0.0,0.0,reg oper account,block of flats,0.0754,Panel,No,8.0,0.0,7.0,0.0,-5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102992,0,Cash loans,M,Y,Y,0,180000.0,278613.0,30136.5,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-8971,-1409,-4250.0,-1631,14.0,1,1,0,1,0,0,Accountants,1.0,1,1,THURSDAY,16,0,0,0,0,0,0,Restaurant,,0.6919194094319698,,0.1031,0.1039,0.9757,0.6668,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0841,0.0884,0.0,0.0,0.105,0.1078,0.9757,0.6798,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0918,0.0921,0.0,0.0,0.1041,0.1039,0.9757,0.6713,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0855,0.09,0.0,0.0,reg oper account,block of flats,0.0696,Panel,No,0.0,0.0,0.0,0.0,-150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103849,0,Cash loans,M,N,Y,2,202500.0,1006920.0,42790.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-11056,-2823,-341.0,-3717,,1,1,0,1,0,0,IT staff,4.0,2,2,TUESDAY,14,0,0,0,0,1,1,Bank,,0.5678835108227882,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1318.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,5.0
103978,0,Cash loans,F,N,Y,0,112500.0,463500.0,15318.0,463500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-19034,-2348,-1679.0,-860,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 2,,0.5755455359308875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-1860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104759,0,Cash loans,F,N,Y,0,47700.0,314100.0,13963.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-23163,365243,-11211.0,-3974,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.5614061172395574,0.3672910183026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
105898,0,Cash loans,M,N,N,0,135000.0,225000.0,16303.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.01885,-12532,-1572,-5151.0,-1713,,1,1,1,1,0,0,Cleaning staff,1.0,2,2,TUESDAY,9,0,1,1,0,1,1,Business Entity Type 3,,0.2529003273335212,0.7557400501752248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1790.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
106448,0,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011703,-22732,365243,-14960.0,-4317,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.6502825705172081,0.4578995512067301,0.0825,0.0611,0.9732,0.6328,0.0069999999999999,0.0,0.1379,0.1667,0.2083,0.042,0.0672,0.0634,0.0,0.0,0.084,0.0634,0.9732,0.6472,0.0071,0.0,0.1379,0.1667,0.2083,0.043,0.0735,0.066,0.0,0.0,0.0833,0.0611,0.9732,0.6377,0.0071,0.0,0.1379,0.1667,0.2083,0.0428,0.0684,0.0645,0.0,0.0,reg oper account,block of flats,0.0537,"Stone, brick",No,4.0,0.0,4.0,0.0,-645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
106555,0,Cash loans,F,N,Y,0,135000.0,509922.0,32719.5,472500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.010032,-14965,-1341,-2785.0,-4707,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,5,0,0,0,0,1,1,Business Entity Type 3,,0.3758783298039064,,,,,,,,0.1379,0.1667,,,,0.0706,,,,,,,,,0.1379,0.1667,,,,0.0736,,,,,,,,,0.1379,0.1667,,,,0.0719,,,,,0.0555,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
107110,1,Cash loans,F,N,N,0,211500.0,755190.0,36459.0,675000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.001276,-19478,365243,-4352.0,-215,,1,0,0,1,0,0,,1.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.7855705447830051,0.6057720159543489,,0.0531,0.0519,0.9771,0.6872,0.0126,0.0,0.069,0.1667,0.2083,0.0168,0.0433,0.0268,0.0,0.0,0.0473,0.0512,0.9772,0.6994,0.0071,0.0,0.069,0.1667,0.2083,0.0142,0.0413,0.0278,0.0,0.0,0.0536,0.0519,0.9771,0.6914,0.0126,0.0,0.069,0.1667,0.2083,0.0171,0.044,0.0273,0.0,0.0,reg oper account,block of flats,0.0304,Panel,No,7.0,0.0,7.0,0.0,-168.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108293,0,Revolving loans,F,N,Y,1,121500.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228,-10946,-726,-1718.0,-2201,,1,1,1,1,1,0,,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Trade: type 7,0.199431441155814,0.5228103282268427,0.4722533429586386,0.1031,0.1159,0.9811,0.7076,0.0121,0.0,0.2069,0.1667,0.2083,0.044,0.0824,0.0701,0.0077,0.0096,0.105,0.1203,0.9786,0.7190000000000001,0.0122,0.0,0.2069,0.1667,0.2083,0.045,0.09,0.0557,0.0078,0.0101,0.1041,0.1159,0.9811,0.7115,0.0122,0.0,0.2069,0.1667,0.2083,0.0448,0.0838,0.0714,0.0078,0.0098,reg oper account,block of flats,0.0621,"Stone, brick",No,0.0,0.0,0.0,0.0,-2234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
108531,0,Cash loans,M,Y,Y,0,261000.0,675000.0,34596.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-13478,-4896,-3258.0,-4728,8.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 2,,0.4045491242329184,0.7352209993926424,0.1031,0.0284,0.9767,0.6804,0.0116,0.0,0.2069,0.1667,0.2083,0.075,0.0807,0.0858,0.0154,0.0116,0.105,0.0294,0.9767,0.6929,0.0117,0.0,0.2069,0.1667,0.2083,0.0767,0.0882,0.0894,0.0156,0.0123,0.1041,0.0284,0.9767,0.6847,0.0117,0.0,0.2069,0.1667,0.2083,0.0763,0.0821,0.0873,0.0155,0.0119,reg oper account,block of flats,0.0764,"Stone, brick",No,4.0,1.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
109627,0,Cash loans,F,Y,N,1,157500.0,497520.0,25402.5,450000.0,Family,Working,Higher education,Married,House / apartment,0.0060079999999999,-9680,-263,-4341.0,-1755,13.0,1,1,0,1,1,0,Core staff,3.0,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,,0.2297606160357313,,0.0619,0.0297,0.9776,0.6940000000000001,0.0092,0.0,0.1379,0.1667,0.2083,0.0093,0.0504,0.0521,0.0,0.0,0.063,0.0308,0.9777,0.706,0.0093,0.0,0.1379,0.1667,0.2083,0.0095,0.0551,0.0542,0.0,0.0,0.0625,0.0297,0.9776,0.6981,0.0092,0.0,0.1379,0.1667,0.2083,0.0094,0.0513,0.053,0.0,0.0,reg oper account,block of flats,0.046,Panel,No,1.0,0.0,1.0,0.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
110021,0,Cash loans,F,Y,Y,2,171000.0,688500.0,36810.0,688500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-13829,-213,-5922.0,-5246,4.0,1,1,1,1,1,0,Sales staff,4.0,2,2,FRIDAY,8,0,0,0,0,0,0,Trade: type 7,0.6124062998247947,0.5251938517438115,0.7016957740576931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1931.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
110314,0,Cash loans,F,N,Y,0,193500.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0145199999999999,-15650,-4611,-165.0,-4860,,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.4602120863479555,0.3454858866640793,0.1604889306273446,,,0.9791,,,,,,,,,0.0022,,,,,0.9791,,,,,,,,,0.0023,,,,,0.9791,,,,,,,,,0.0023,,,,block of flats,0.0025,,Yes,8.0,1.0,8.0,0.0,-1598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
110397,0,Cash loans,F,N,N,0,58500.0,247275.0,17208.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-21722,365243,-12641.0,-4894,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.6815469448784708,0.6971469077844458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-295.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
